date,port_return,cum_return
2018-01-02,-0.001831612254868431,-0.0018316122548683866
2018-01-03,0.0035408555046296804,0.001702757775426278
2018-01-04,-0.013096689883125113,-0.011416232598229659
2018-01-05,0.0011401627207649591,-0.010289086240284684
2018-01-08,0.008108071760227653,-0.002264439129640583
2018-01-09,0.007063462074941796,0.004783028165388004
2018-01-10,0.008871081811936452,0.013696540611488395
2018-01-11,0.011040629928153268,0.024888388975829123
2018-01-12,0.015884278786492834,0.041168001871360715
2018-01-16,-0.030770842540808818,0.009130385227248405
2018-01-17,-0.0033961057626826097,0.005703271710679969
2018-01-18,0.031817563730105025,0.03770229965190963
2018-01-19,0.0037580986573976013,0.04160208727100989
2018-01-22,-0.009463713950385233,0.031744663066952894
2018-01-23,-0.00029352285954071904,0.03144182242313365
2018-01-24,0.0068064600501197775,0.03846228998147949
2018-01-25,-0.04342023959349808,-0.006627991458329041
2018-01-26,-0.0005541816769730088,-0.007178500023880652
2018-01-29,-0.015106083166175609,-0.022176144171687118
2018-01-30,0.007326870677469489,-0.015011755234688562
2018-01-31,0.005585847457727722,-0.009509761151774598
2018-02-01,0.017311878142313872,0.007637485164317281
2018-02-02,0.011611907202798366,0.01933807813610655
2018-02-05,0.007759159033317252,0.027247284393080662
2018-02-06,0.008446314543853427,0.035923738071383715
2018-02-07,0.00363134572937562,0.03968553531358787
2018-02-08,0.018806649060626502,0.059238536309640155
2018-02-09,0.003473326498463703,0.06291761758599823
2018-02-12,-0.007891774888252788,0.05452931102325165
2018-02-13,0.026060732224552165,0.08201111702077002
2018-02-14,0.018068231482518994,0.10156114434976016
2018-02-15,-0.03159328914860482,0.06675920460145024
2018-02-16,0.00545886449453854,0.07258249854767129
2018-02-20,-0.007907668539619616,0.06410087166775913
2018-02-21,0.0015391032779316304,0.065738632807393
2018-02-22,-0.004068722695680104,0.06140243784442645
2018-02-23,-0.0029314392209956793,0.05829100110886887
2018-02-26,-0.006459351630050424,0.051455127405788614
2018-02-27,-0.006137114525998542,0.04500222686995081
2018-02-28,0.010439432462959263,0.055911457041001755
2018-03-01,0.006347689472019424,0.06261405508024565
2018-03-02,0.009705902193230042,0.07292768316800591
2018-03-05,-0.00878453696437167,0.063502510275119
2018-03-06,0.015822070817160007,0.08032932230691925
2018-03-07,0.03733929835035546,0.12066806118917461
2018-03-08,0.030362711421971847,0.15469458213088205
2018-03-09,-0.0038608728207707665,0.1502364532024416
2018-03-12,0.003954140921345694,0.15478465023127286
2018-03-13,-0.005813558226554027,0.1480712424280226
2018-03-14,-0.0026265439951387525,0.1450557828002319
2018-03-15,0.010913569830355407,0.1575524290454744
2018-03-16,0.0070786500633851284,0.16574633762070867
2018-03-19,-0.0010149367519846962,0.16456317881916593
2018-03-20,0.0002099047552438062,0.1648076261681819
2018-03-21,-0.017649263227432165,0.1442496297646192
2018-03-22,-0.0024501607589473735,0.1414460342233299
2018-03-23,0.002642927669490234,0.14446279353040858
2018-03-26,-0.014842821427265476,0.1274757366558874
2018-03-27,-0.0011032218428254307,0.12623188079595304
2018-03-28,0.00043675528235054273,0.12672376851904232
2018-03-29,0.01887057739172995,0.14798569659198257
2018-04-02,-0.00886533393704121,0.13780842003674776
2018-04-03,0.010983146438587024,0.15030513653306876
2018-04-04,0.014685741655067818,0.16719822059269096
2018-04-05,-0.00796903286320929,0.15789677961490844
2018-04-06,0.0022663821425415345,0.16052101619913395
2018-04-09,-0.0014832276370209327,0.15879969935456373
2018-04-10,-0.007523451736626652,0.1500815257440522
2018-04-11,-0.004978197212195012,0.14435619309879621
2018-04-12,0.0012017254845476,0.14573139509944277
2018-04-13,0.016537188690097814,0.16467857136837116
2018-04-16,0.014977327456362599,0.1821223437131636
2018-04-17,-0.006919393971384147,0.17394277349463616
2018-04-18,0.013443479535410653,0.1897246491458544
2018-04-19,0.005326694643631202,0.1960619490618556
